County Name,Code
Adams,1
Allen,3
Bartholomew,5
Benton,7
Blackford,9
Boone,11
Brown,13
Carroll,15
Cass,17
Clark,19
Clay,21
Clinton,23
Crawford,25
Daviess,27
Dearborn,29
Decatur,31
DeKalb,33
Delaware,35
Dubois,37
Elkhart,39
Fayette,41
Floyd,43
Fountain,45
Franklin,47
Fulton,49
Gibson,51
Grant,53
Greene,55
Hamilton,57
Hancock,59
Harrison,61
Hendricks,63
Henry,65
Howard,67
Huntington,69
Jackson,71
Jasper,73
Jay,75
Jefferson,77
Jennings,79
Johnson,81
Knox,83
Kosciusko,85
LaGrange,87
Lake,89
LaPorte,91
Lawrence,93
Madison,95
Marion,97
Marshall,99
Martin,101
Miami,103
Monroe,105
Montgomery,107
Morgan,109
Newton,111
Noble,113
Ohio,115
Orange,117
Owen,119
Parke,121
Perry,123
Pike,125
Porter,127
Posey,129
Pulaski,131
Putnam,133
Randolph,135
Ripley,137
Rush,139
St. Joseph,141
Scott,143
Shelby,145
Spencer,147
Starke,149
Steuben,151
Sullivan,153
Switzerland,155
Tippecanoe,157
Tipton,159
Union,161
Vanderburgh,163
Vermillion,165
Vigo,167
Wabash,169
Warren,171
Warrick,173
Washington,175
Wayne,177
Wells,179
White,181
Whitley,183
