County Name,Code
Arkansas,1
Ashley,3
Baxter,5
Benton,7
Boone,9
Bradley,11
Calhoun,13
Carroll,15
Chicot,17
Clark,19
Clay,21
Cleburne,23
Cleveland,25
Columbia,27
Conway,29
Craighead,31
Crawford,33
Crittenden,35
Cross,37
Dallas,39
Desha,41
Drew,43
Faulkner,45
Franklin,47
Fulton,49
Garland,51
Grant,53
Greene,55
Hempstead,57
Hot Spring,59
Howard,61
Independence,63
Izard,65
Jackson,67
Jefferson,69
Johnson,71
Lafayette,73
Lawrence,75
Lee,77
Lincoln,79
Little River,81
Logan,83
Lonoke,85
Madison,87
Marion,89
Miller,91
Mississippi,93
Monroe,95
Montgomery,97
Nevada,99
Newton,101
Ouachita,103
Perry,105
Phillips,107
Pike,109
Poinsett,111
Polk,113
Pope,115
Prairie,117
Pulaski,119
Randolph,121
St. Francis,123
Saline,125
Scott,127
Searcy,129
Sebastian,131
Sevier,133
Sharp,135
Stone,137
Union,139
Van Buren,141
Washington,143
White,145
Woodruff,147
Yell,149
