County Name,Code
Appling,1
Atkinson,3
Bacon,5
Baker,7
Baldwin,9
Banks,11
Barrow,13
Bartow,15
Ben Hill,17
Berrien,19
Bibb,21
Bleckley,23
Brantley,25
Brooks,27
Bryan,29
Bulloch,31
Burke,33
Butts,35
Calhoun,37
Camden,39
Candler,43
Carroll,45
Catoosa,47
Charlton,49
Chatham,51
Chattahoochee,53
Chattooga,55
Cherokee,57
Clarke,59
Clay,61
Clayton,63
Clinch,65
Cobb,67
Coffee,69
Colquitt,71
Columbia,73
Cook,75
Coweta,77
Crawford,79
Crisp,81
Dade,83
Dawson,85
Decatur,87
DeKalb,89
Dodge,91
Dooly,93
Dougherty,95
Douglas,97
Early,99
Echols,101
Effingham,103
Elbert,105
Emanuel,107
Evans,109
Fannin,111
Fayette,113
Floyd,115
Forsyth,117
Franklin,119
Fulton,121
Gilmer,123
Glascock,125
Glynn,127
Gordon,129
Grady,131
Greene,133
Gwinnett,135
Habersham,137
Hall,139
Hancock,141
Haralson,143
Harris,145
Hart,147
Heard,149
Henry,151
Houston,153
Irwin,155
Jackson,157
Jasper,159
Jeff Davis,161
Jefferson,163
Jenkins,165
Johnson,167
Jones,169
Lamar,171
Lanier,173
Laurens,175
Lee,177
Liberty,179
Lincoln,181
Long,183
Lowndes,185
Lumpkin,187
McDuffie,189
McIntosh,191
Macon,193
Madison,195
Marion,197
Meriwether,199
Miller,201
Mitchell,205
Monroe,207
Montgomery,209
Morgan,211
Murray,213
Muscogee,215
Newton,217
Oconee,219
Oglethorpe,221
Paulding,223
Peach,225
Pickens,227
Pierce,229
Pike,231
Polk,233
Pulaski,235
Putnam,237
Quitman,239
Rabun,241
Randolph,243
Richmond,245
Rockdale,247
Schley,249
Screven,251
Seminole,253
Spalding,255
Stephens,257
Stewart,259
Sumter,261
Talbot,263
Taliaferro,265
Tattnall,267
Taylor,269
Telfair,271
Terrell,273
Thomas,275
Tift,277
Toombs,279
Towns,281
Treutlen,283
Troup,285
Turner,287
Twiggs,289
Union,291
Upson,293
Walker,295
Walton,297
Ware,299
Warren,301
Washington,303
Wayne,305
Webster,307
Wheeler,309
White,311
Whitfield,313
Wilcox,315
Wilkes,317
Wilkinson,319
Worth,321
